SKU,ISBN,Format,Author,Publisher,PublicationDate,Title,Pages,Edition,DimsHeight,DimsWidth,DimsLength,DimsWeight,Language,ItemDescription,Binding,Condition,Price,Quantity,ImageUrl,category,subcategory
642656,9781853261862,Paperback,"Rex Collings","Wordsworth Editions Ltd",3/4/1996 12:00:00 AM,"Classic Victorian and Edwardian Ghost Stories (642656)",304,,12,124,195,204,,"A selection of ghost stories.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_449603_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Horror & Ghost Stories"
963523,9781905812097,Paperback,"Olivier Picard","ISC Medical",6/1/2009 12:00:00 AM,"Get into Medical School: 600 UKCAT Practice Questions (963523)",420,,24,152,216,580,,"Practice and revision for the UKCAT exam for entry into medical school in the UK. The book contains 600 questions and includes a full mock exam and comprehensive explanations.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_479648_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Medicine:Medical Study & Revision Guides & Reference Material"
963544,9780755305834,Paperback,"James Patterson","Headline Publishing Group",4/24/2006 12:00:00 AM,"4th of July (963544)",448,,32,110,172,230,,"The Women's Murder Club just got scarier",Paperback,Used; Good,3.49,20,http://choicetextileimages.blob.core.windows.net/img-1/stand_170583_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963566,9780141191010,Paperback,"Francis Kilvert","Penguin Books Ltd",4/2/2009 12:00:00 AM,"A Wiltshire Diary (963566)",128,,12,108,172,89,,"Generations of inhabitants have helped shape the English countryside. This title celebrates this long tradition with various aspects of the countryside from stargazey pie and country churches to man's relationship with nature and songs celebrating the patterns of the countryside (as well as ghosts and love-struck soldiers).",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_46837_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Natural History"
963577,9780141190839,Paperback,"Thomas Gray","Penguin Books Ltd",4/2/2009 12:00:00 AM,"Elegy Written in a Country Churchyard and Other Poems (963577)",128,,10,108,176,71,,"Presents a selection of verse that includes among others the author's meditation on mortality. This title brings together some of the greatest riches of English poetry.",Paperback,Used; Good,3.77,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_558149_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Literature & Literary Studies:Poetry"
963651,9780751540642,Paperback,"Stephenie Meyer","Little Brown Book Group",7/2/2009 12:00:00 AM,"The Host (963651)",624,,46,128,194,440,,"The SUNDAY TIMES and NEW YORK TIMES bestseller. Backed with a major new film release 29 March 2013.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_233436_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Science Fiction"
963673,9780330519021,Paperback,"Emma Donoghue","Pan Macmillan",1/7/2011 12:00:00 AM,"Room (963673)",336,,27,128,197,294,,"Shortlisted for the Man Booker Prize",Paperback,Used; Good,3.49,5,http://choicetextileimages.blob.core.windows.net/img-1/stand_106605_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963683,9781844083244,Paperback,"Molly Keane","Little Brown Book Group",12/15/2005 12:00:00 AM,"Good Behaviour (963683)",256,,21,125,197,236,,"<p>  *A brilliant comic novel about Anglo-Ireland that was shortlisted for the Booker Prize.<br />  *'A mistress of wicked comedy' MALCOLM BRADBURY VOGUE</p>  ",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_746004_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963766,9780701168940,Hardcover,"Anita Desai","Vintage Publishing",6/3/1999 12:00:00 AM,"Fasting Feasting (963766)",240,,26,142,220,356,,"From the heart of a close-knit Indian household to the cool centre of an American family this novel examines a surfeit of feasting and Indian family life and the self-denial and starving of affluent American women in the land of plenty.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_203128_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
963778,9780553504897,Paperback,"Nicholas Sparks","Transworld Publishers Ltd",2/5/1998 12:00:00 AM,"The Notebook (963778)",224,,20,106,172,165,,"A story in an old notebook is read to an elderly woman by a sad stranger. It is the story of Noah and Allie who fell in love but were kept apart for many years. As the stranger reads it becomes clear that he is engaged in a desperate struggle to reach the woman who no longer remembers her past.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_308637_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
963824,9781899235513,Paperback,"Martin Booth","Dewi Lewis Publishing",4/22/1998 12:00:00 AM,"The Industry of Souls (963824)",256,,20,124,196,300,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_70884_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963846,9780140027457,Paperback,"Muriel Spark","Penguin Books Ltd",10/30/1975 12:00:00 AM,"The Mandelbaum Gate (963846)",304,,24,128,192,220,,"Barbara engaged to an archaeologist has pursued the beauty and danger of a life of faith. On a visit to Jerusalem she has befriended the diplomat Freddy Hamilton. Ignoring his warning that she risks arrest because of her Jewish blood she has set out on a pilgrimage beyond the Mandelbaum Gate.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_213051_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963857,9780091854287,Paperback,"Jack Canfield","Ebury Publishing",9/7/2000 12:00:00 AM,"Chicken Soup for the Soul (963857)",320,,22,110,172,180,,"The stories in ""Chicken Soup for the Soul"" include examples of the best qualities we share as human beings: compassion grace forgiveness generosity and faith.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_853597_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Literature & Literary Studies:Anthologies (Non-Poetry)"
964066,9780857381712,Paperback,"Steve Alten","Quercus Publishing",2/16/2012 12:00:00 AM,"The Mayan Destiny (964066)",488,,40,129,196,418,,"Indiana Jones meets The Twilight Zone in the latest installment in the internationally bestselling series.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_64113_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Adventure"
964222,9781405090247,Paperback,"Ian Whybrow","Pan Macmillan",2/2/2007 12:00:00 AM,"Say Hello to the Baby Animals! (964222)",24,,6,244,246,195,,"Splash squirt squawk - what a lot of noisy fun!",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_381142_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
820129,9780140080018,Mass Market Paperback,"Carole Angier","Penguin Putnam Inc",10/10/1985 12:00:00 AM,"Jean Rhys (820129)",128,,10,127,195,121,,,Mass Market Paperback,Used; Good,3.49,1,,"Non-fiction","Literature & Literary Studies:Literature: History & Criticism"
820246,9781862307773,Paperback,"Steve Cole","Penguin Random House Children's UK",9/2/2010 12:00:00 AM,"Z-Rex (820246)",272,,22,129,195,192,,"<p>  Adam Adlar is alone in an isolated apartment building wondering why his scientist dad hasn't been able to get home for over a week  .</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_454443_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
820269,9781902836607,Paperback,"Ian Robinson","Pedigree Books Ltd",9/8/2001 12:00:00 AM,"Rupert Annual 2002 (820269)",112,,15,220,299,658,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_35685_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Poetry Anthologies Annuals"
820282,9781860198090,Hardcover,"The Diagram Group","Caxton Publishing",1/1/2000 12:00:00 AM,"Boxing Skills (820282)",48,,10,170,213,260,,,Hardcover,Used; Good,5.20,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_461815_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Sports & Outdoor Recreation"
820321,9780749455101,Paperback,"Susan Hodgson","Kogan Page Ltd",4/3/2009 12:00:00 AM,"The A-Z of Careers and Jobs (820321)",496,,36,138,212,763,,"The A-Z of Careers and Jobs is a comprehensive guide to over 300 different jobs including the personal qualities and skills needed for each career the necessary training and qualifications and contact details for relevant organizations.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_2339_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Self-Help & Personal Development"
820347,9780263891058,Paperback,"Katherine Garbera","Harlequin (UK)",12/16/2011 12:00:00 AM,"Seducing His Opposition/ Secret Nights at Nine Oaks (820347)",384,,25,106,167,180,,,Paperback,Used; Good,79.83,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_240566_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
820358,9780751311563,Paperback,"DK","Dorling Kindersley Ltd",9/16/1999 12:00:00 AM,"DK Eyewitness Travel Guide: South Africa (820358)",408,,22,130,218,610,,"This guide to South Africa highlights information on game reserves sports wildlife and beaches and shows you how to use local currency public transport and telephones.",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_345980_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
820455,9780747581130,Paperback,"Faustin Charles","Bloomsbury Publishing PLC",9/5/2005 12:00:00 AM,"The Selfish Crocodile (820455)",,,2,236,268,200,,"Presents a story in which a selfish crocodile sees the error of his way. The animals in the forest are frightened of the crocodile. Until one day the creatures are woken by a loud groaning sound which turns out to be the selfish crocodile in a lot of pain and the smallest of them all a little mouse finds a way to solve their snappy dilemma!",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_151273_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
820481,9781861760746,Paperback,"Dudley Pope","Greenhill Books",10/1/1998 12:00:00 AM,"England Expects (820481)",368,,28,138,212,525,,"An account of the Battle of Trafalgar by the author of the ""Ramage"" series. Told through the eyes of the contending British French and Spanish admirals captains and ratings the book presents a picture of life and events in Britain and France in the years up to 1805.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_442814_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Society & Social Sciences:Warfare & Defence"
820498,9780140080797,Mass Market Paperback,"P. G. Wodehouse","Penguin Books Ltd",1/30/1986 12:00:00 AM,"The Pothunters (820498)",384,,27,129,195,248,,,Mass Market Paperback,Used; Good,4.24,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_231374_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
820506,9781405210966,Hardcover,"Rev. Wilbert Vere Awdry","Egmont UK Ltd",5/1/2004 12:00:00 AM,"Thomas' 123 (820506)",16,,12,228,298,558,,"A useful way to introduce basic counting skills to young Thomas fans. Young children will love spotting their favourite characters and learning how to count with help from Thomas and his friends.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_386647_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
820532,9780864426932,Paperback,"Chris Taylor","Lonely Planet Publications Ltd",10/27/2000 12:00:00 AM,"Japan (820532)",920,,36,130,194,705,,,Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_161451_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
820570,9780744552461,Paperback,"Charles Causley","Walker Books Ltd",1/1/1996 12:00:00 AM,"""Quack!"" Said the Billy-goat (820570)",17,,4,184,226,99,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_318952_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
823581,9781858132006,Hardcover,"JOHN GOODERS","PARRAGON",1/1/1986 12:00:00 AM,"FIELD GUIDE TO THE BIRDS OF BRITAIN AND IRELAND (823581)",288,,24,120,222,440,,,Hardcover,Used; Good,3.49,1,,"General",""
823794,9780752813851,Paperback,"Jim Slater","Orion Publishing Co",4/15/1998 12:00:00 AM,"Beyond the Zulu Principle (823794)",224,,16,186,242,600,,"From this book readers will learn when to buy shares and even more importantly when to sell. Other aspects of investment are covered - such as creative accounting portfolio management overseas markets and the investor's relationship with their broker.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_340940_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Business Finance & Law:Finance & Accounting"
824103,9781852305604,Paperback,"Udo Becker","Element Books Ltd",10/17/1994 12:00:00 AM,"The Element Encyclopedia of Symbols (824103)",368,,33,149,228,914,,,Paperback,Used; Good,6.11,1,,"Non-fiction","Health Family & Lifestyle:Mind Body Spirit"
824169,9780956265524,Hardcover,"Brenda Evans","Omnipress",9/1/2010 12:00:00 AM,"Granny's Natural Remedies (824169)",160,,20,134,204,340,,,Hardcover,Used; Good,3.49,1,,"Non-fiction","Health Family & Lifestyle:Mind Body Spirit"
824234,9780099437550,Paperback,"Jonathan Noakes","Vintage Publishing",9/5/2002 12:00:00 AM,"Ian McEwan (824234)",224,,14,128,196,150,,"<p>  In <i>  Vintage Living Texts</i>   teachers and students will find the essential guide to the works of Ian McEwan. <i>  Vintage Living Texts </i>  is unique in that it offers an in-depth interview with Ian McEwan relating specifically to the texts under discussion.</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_850421_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Literature & Literary Studies:Literature: History & Criticism"
941741,9780749819934,Hardcover,,"Egmont UK Ltd",12/31/1995 12:00:00 AM,"The Animals of Farthing Wood Annual 1995 (941741)",,,10,210,298,381,,,Hardcover,Used; Good,3.49,1,,"General",""
963334,9780439994132,Paperback,"Philip Pullman","Scholastic",9/14/2001 12:00:00 AM,"The Subtle Knife: Adult Edition (963334)",352,,22,122,196,286,,"Will is on the run and his attempts to find his father lead him to another world. where he encounters a girl called Lyra. But even in another world Will cannot evade those who seek to destroy him and thus his journey continues -  Lyra and Wills destinies are intertwined and their quests are more closely linked than they could have ever imagined.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_160012_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Science Fiction"
963400,9781846051609,Hardcover,"Eric Clapton","Cornerstone",10/9/2007 12:00:00 AM,"Eric Clapton (963400)",400,,37,161,245,794,,"Eric Clapton is far more than a rock star - he is an icon and a living legend. He has sold tens of millions of records played sell-out concerts all over the world and been central to the significant musical developments of his era. This autobiography tells the story of his personal and professional journeys.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_45341_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
963425,9780349105437,Paperback,"Jeffrey Eugenides","Little Brown Book Group",5/19/1994 12:00:00 AM,"The Virgin Suicides (963425)",256,,20,132,195,210,,"The story of five sisters who all commit suicide in the same year. Trying to fathom events two decades later one of the boys who used to spy on them recreates the fateful year from the youngest's first plunge into her own bloodbath to the final field day of the national press.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_183582_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
963431,9781843482499,Paperback,"Great Britain","HarperCollins Publishers",1/1/2005 12:00:00 AM,"Bristol and Bath A-Z (963431)",168,,8,122,188,159,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_441743_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
963472,9780099550068,Paperback,"James Patterson","Cornerstone",2/3/2011 12:00:00 AM,"Private (963472)",496,,34,130,194,341,,"Former US Marine Jack Morgan runs Private a renowned investigation company with branches around the globe. It is where you go when you need maximum force and maximum discretion. The secrets of the most influential men and women on the planet come to Jack daily.",Paperback,Used; Good,3.49,6,http://choicetextileimages.blob.core.windows.net/img-1/stand_218063_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
963563,9780333534083,Paperback,"Richmal Crompton","Pan Macmillan",3/23/1990 12:00:00 AM,"Just William (963563)",256,,18,110,174,132,,"A facsmile of the first edition of this William book - the first of all the William books.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_277199_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
963570,9781853260032,Paperback,"G.K. Chesterton","Wordsworth Editions Ltd",5/5/1992 12:00:00 AM,"The Complete Father Brown Stories (963570)",411,,48,127,198,490,,"Father Brown first made his appearance in ""The Innocence of Father Brown"" in 1911. This collection contains all of the Father Brown stories showing thr quiet wit and compassion that has endeared him to many whilst solving his mysteries by a mixture of imagination and a sympathetic worldliness in a totally believable manner.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_162799_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
963587,9780722515808,Hardcover,"Robert Kowalski","HarperCollins Publishers",6/9/1988 12:00:00 AM,"Eight-week Cholesterol Cure (963587)",224,Rev Ed,26,136,214,358,,"A safe effective and revolutionary guide to lowering blood cholesterol by up to 40per cent without drugs or deprivation.",Hardcover,Used; Good,3.49,1,,"Non-fiction","Health Family & Lifestyle:Family & Health"
818364,9780749003586,Paperback,"Priscilla Masters","Allison & Busby",2/14/2001 12:00:00 AM,"Scaring Crows (818364)",297,,20,112,174,240,,"When Dave Shakleton enters the farmhouse at Hardacre Farm he discovers the bodies of Aaron Summers and his son Jack next to an abandoned shotgun. Was it murder - then suicide? DI Piercy discovers Aaron had a daughter Ruthie and launches a massive police search to find her - alive or dead.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_355854_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
818489,9780319220894,Map,"Ordnance Survey","Ordnance Survey",12/1/1991 12:00:00 AM,"Landranger Maps: West Cumbria Sheet 89 (818489)",,,10,128,228,82,,"This map is part of the Landranger (Pink) series and is designed for people who really want to get to know an area. It includes the following information: tourist information camping and caravan sites picnic areas and viewpoints and selected places of interest.",Map,Used; Good,4.24,1,,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
818492,9780319221631,Paperback,"Ordnance Survey","Ordnance Survey",12/1/1990 12:00:00 AM,"Landranger Maps: Cheltenham and Cirencester Area Sheet 163 (818492)",,,8,128,208,82,,"This map is part of the Landranger (Pink) series and is designed for people who really want to get to know an area. It includes the following information: tourist information camping and caravan sites picnic areas and viewpoints and selected places of interest.",Paperback,Used; Good,3.49,3,,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
818604,9780140340532,Paperback,"Grace Nichols","Penguin Random House Children's UK",3/29/1990 12:00:00 AM,"Poetry Jump-up (818604)",144,,15,129,196,106,,"Presents children's poetry filled with life music and rhythm that brings together the voices of black writers from Britain Africa America Asia and the Caribbean. Including work from Benjamin Zephaniah Maya Angelou and Zinziswa Mandela this anthology is compiled by black British writers.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_159102_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Educational Material"
818648,9780600316817,Hardcover,"Frantisek Stary","Octopus Publishing Group",3/29/1974 12:00:00 AM,"Herbs (818648)",238,,28,112,168,340,,,Hardcover,Used; Good,3.49,2,,"General",""
818667,9781898697626,Paperback,"Carol Bowen Ball","Grub Street Publishing",8/30/1997 12:00:00 AM,"Basics Basics Home Freezing Handbook (818667)",160,,22,155,233,300,,"<p>  An essential guide to successful freezing and handy reference to which foods freeze best.</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_777771_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
818670,9780007139422,Paperback,"Patrick Ness","HarperCollins Publishers",10/6/2003 12:00:00 AM,"The Crash of Hennington (818670)",272,,34,128,194,353,,"Hennington finds itself in a state of flux with both the mayor and the chairman of Banyon Enterprises ready to step down. As a heat wave descends on the city the crash of rhinos that wanders the city's streets and parks is becoming restless and has already caused several rushhour traffic jams.",Paperback,Used; Good,6.38,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_110521_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
818674,9780593057667,Hardcover,"Marcia Willett","Transworld Publishers Ltd",5/7/2007 12:00:00 AM,"Memories of the Storm (818674)",304,,30,158,234,522,,"Clio is staying with her aunt Hester at Bridge House on the edge of Exmoor. A beautiful remote house where the sound of the rushing stream is never far distant is the scene of many happy childhood memories and Clio has no idea that it was the setting for a terrible incident after the second world war.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_295841_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
818701,9780340648087,Paperback,"Paul Coggle","John Murray Press",7/8/1998 12:00:00 AM,"Willkommen!: Student's Book (818701)",256,,14,184,244,630,,"Serving as a German course for adult beginners this title aims to offer many opportunities to speak read write and understand the language with confidence. It contains 'Deutschland Info' sections giving practical and cultural information on German life including guidance on pronunciation and practice.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_279014_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Foreign Language Study & Reference:Language Teaching & Learning (Other Than Elt)"
818753,9780091870737,Hardcover,"Jennifer Paterson & Clarissa Dickson-Wright","Ebury Publishing",9/7/1999 12:00:00 AM,"Two Fat Ladies - Obsessions (818753)",240,,28,230,254,1065,,"Clarissa Dickson Wright and Jennifer Paterson are two opinionated forthright eccentric ladies; In this totally reformatted book (once again tied-in to their primetime BBC Food Network and ABC TV series) they turn their attention to what turns them on choosing 30 of their favourite ingredients from cherries and asparagus to steak and scallops.",Hardcover,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_853609_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
